



Id,"Product Group Name","Product Name",Domain,Price,"Billing Cycle","Next Due Date",Status
1731084,"Telkom Capped LTE - New router","Fixed LTE: Telkom 2TB Capped LTE",,R599.00,Monthly,7777-03-01,Pending
